,x,y,cluster_id
0,0.061563218306907114,-0.04291693985328534,0
1,0.06988206932485018,-0.04277007741706276,0
2,0.03375643155961899,0.018802830311193192,1
3,0.046790605590777246,-0.013346551946047816,1
4,0.07255220289586291,-0.031186478513222406,0
5,0.07867427342091561,-0.053443738230967035,0
6,0.06350110979954715,-0.001590760307255275,1
7,0.07851953672521442,-0.0620010082918333,0
8,0.08710184675739988,-0.05805466459850735,0
9,0.06044477632359672,-0.06843606162343754,0
10,0.06005824100908563,0.0035265366409664494,1
11,-0.06198969277967359,-0.05126013692547809,2
12,-0.04287297370860593,-0.0721998629966936,2
13,0.002690387737295473,-0.027884310397559856,-1
14,-0.025452341792180224,0.04338429225732378,3
15,0.058769873097848285,0.005910701822205914,1
16,0.05847731532014838,-0.0017037599716049387,1
17,0.056444422253601856,0.012970501818550431,1
18,-0.06515519591885428,-0.06458898404217313,2
19,-0.048467621841567214,0.023895941278587646,3
20,-0.059580399441011345,0.007346263550007183,3
21,-0.07461509300156531,-0.0290490100930762,2
22,-0.003147606801520007,0.12211563550869896,4
23,-0.026571100980337777,0.08040509304335608,-1
24,0.0038960160108615495,0.08004863839920763,5
25,-0.07798687770684715,-0.025016423661460566,2
26,-0.08112623572737755,-0.0597213775253407,2
27,-0.0687739623654791,-0.03256743860708773,2
28,-0.009356654665390023,0.12818442360004798,4
29,0.01826524274093381,0.08123335909757767,5
30,0.0226430065062067,0.0681336798206279,5
31,-0.028636860959096472,0.029332927188067855,3
32,-0.013886655801312101,0.031587330488495394,3
33,-0.0337484253414837,-0.0022159228670966488,3
34,-0.07822294447667599,-0.022006815977279628,2
35,-0.0772685855108566,-0.07615367092053167,2
36,-0.004374577445419977,0.12527173195759606,4
